,feature_types,genome,feature_is_filtered,feature_name,feature_reference,feature_biotype,feature_length,feature_type,ensemble_id
TMEM186,Gene Expression,GRCh38,False,TMEM186_ENSG00000184857,NCBITaxon:9606,gene,1000,protein_coding,ENSG00000184857
TMEM187,Gene Expression,GRCh38,False,TMEM187_ENSG00000177854,NCBITaxon:9606,gene,440,protein_coding,ENSG00000177854
TMEM19,Gene Expression,GRCh38,False,TMEM19_ENSG00000139291,NCBITaxon:9606,gene,700,protein_coding,ENSG00000139291
TMEM190,Gene Expression,GRCh38,False,TMEM190_ENSG00000160472,NCBITaxon:9606,gene,605,protein_coding,ENSG00000160472
TMEM191B,Gene Expression,GRCh38,False,TMEM191B,NCBITaxon:9606,gene,788,protein_coding,ENSG00000278558
TMEM191C,Gene Expression,GRCh38,False,TMEM191C_ENSG00000206140,NCBITaxon:9606,gene,1088,protein_coding,ENSG00000206140
TMEM192,Gene Expression,GRCh38,False,TMEM192_ENSG00000170088,NCBITaxon:9606,gene,2225,protein_coding,ENSG00000170088
TMEM196,Gene Expression,GRCh38,False,TMEM196_ENSG00000173452,NCBITaxon:9606,gene,2375,protein_coding,ENSG00000173452
TMEM198,Gene Expression,GRCh38,False,TMEM198_ENSG00000188760,NCBITaxon:9606,gene,1635,protein_coding,ENSG00000188760
TMEM199,Gene Expression,GRCh38,False,TMEM199_ENSG00000244045,NCBITaxon:9606,gene,635,protein_coding,ENSG00000244045
TMEM200A,Gene Expression,GRCh38,False,TMEM200A_ENSG00000164484,NCBITaxon:9606,gene,3075,protein_coding,ENSG00000164484
TMEM200B,Gene Expression,GRCh38,False,TMEM200B_ENSG00000253304,NCBITaxon:9606,gene,2510,protein_coding,ENSG00000253304
TMEM200C,Gene Expression,GRCh38,False,TMEM200C_ENSG00000206432,NCBITaxon:9606,gene,10608,protein_coding,ENSG00000206432
TMEM201,Gene Expression,GRCh38,False,TMEM201_ENSG00000188807,NCBITaxon:9606,gene,3447,protein_coding,ENSG00000188807
TMEM202,Gene Expression,GRCh38,False,TMEM202_ENSG00000187806,NCBITaxon:9606,gene,759,protein_coding,ENSG00000187806
TMEM202-AS1,Gene Expression,GRCh38,False,TMEM202-AS1,NCBITaxon:9606,gene,696,lncRNA,ENSG00000261423
TMEM203,Gene Expression,GRCh38,False,TMEM203_ENSG00000187713,NCBITaxon:9606,gene,1567,protein_coding,ENSG00000187713
TMEM204,Gene Expression,GRCh38,False,TMEM204_ENSG00000131634,NCBITaxon:9606,gene,1759,protein_coding,ENSG00000131634
TMEM205,Gene Expression,GRCh38,False,TMEM205_ENSG00000105518,NCBITaxon:9606,gene,738,protein_coding,ENSG00000105518
TMEM207,Gene Expression,GRCh38,False,TMEM207_ENSG00000198398,NCBITaxon:9606,gene,1473,protein_coding,ENSG00000198398
TMEM208,Gene Expression,GRCh38,False,TMEM208_ENSG00000168701,NCBITaxon:9606,gene,775,protein_coding,ENSG00000168701
TMEM209,Gene Expression,GRCh38,False,TMEM209_ENSG00000146842,NCBITaxon:9606,gene,585,protein_coding,ENSG00000146842
TMEM210,Gene Expression,GRCh38,False,TMEM210_ENSG00000185863,NCBITaxon:9606,gene,548,protein_coding,ENSG00000185863
TMEM212,Gene Expression,GRCh38,False,TMEM212_ENSG00000186329,NCBITaxon:9606,gene,723,protein_coding,ENSG00000186329
TMEM212-AS1,Gene Expression,GRCh38,False,TMEM212-AS1,NCBITaxon:9606,gene,868,lncRNA,ENSG00000234717
TMEM212-IT1,Gene Expression,GRCh38,False,TMEM212-IT1,NCBITaxon:9606,gene,470,lncRNA,ENSG00000235943
TMEM213,Gene Expression,GRCh38,False,TMEM213_ENSG00000214128,NCBITaxon:9606,gene,643,protein_coding,ENSG00000214128
TMEM214,Gene Expression,GRCh38,False,TMEM214_ENSG00000119777,NCBITaxon:9606,gene,919,protein_coding,ENSG00000119777
TMEM215,Gene Expression,GRCh38,False,TMEM215_ENSG00000188133,NCBITaxon:9606,gene,5342,protein_coding,ENSG00000188133
TMEM216,Gene Expression,GRCh38,False,TMEM216_ENSG00000187049,NCBITaxon:9606,gene,1057,protein_coding,ENSG00000187049
TMEM217,Gene Expression,GRCh38,False,TMEM217_ENSG00000172738,NCBITaxon:9606,gene,1585,protein_coding,ENSG00000172738
TMEM217B,Gene Expression,GRCh38,False,TMEM217B_ENSG00000286105,NCBITaxon:9606,gene,971,protein_coding,ENSG00000286105
TMEM218,Gene Expression,GRCh38,False,TMEM218_ENSG00000150433,NCBITaxon:9606,gene,891,protein_coding,ENSG00000150433
TMEM219,Gene Expression,GRCh38,False,TMEM219_ENSG00000149932,NCBITaxon:9606,gene,979,protein_coding,ENSG00000149932
TMEM220,Gene Expression,GRCh38,False,TMEM220_ENSG00000187824,NCBITaxon:9606,gene,534,protein_coding,ENSG00000187824
TMEM220-AS1,Gene Expression,GRCh38,False,TMEM220-AS1,NCBITaxon:9606,gene,568,lncRNA,ENSG00000263400
TMEM221,Gene Expression,GRCh38,False,TMEM221_ENSG00000188051,NCBITaxon:9606,gene,1335,protein_coding,ENSG00000188051
TMEM222,Gene Expression,GRCh38,False,TMEM222_ENSG00000186501,NCBITaxon:9606,gene,1511,protein_coding,ENSG00000186501
TMEM223,Gene Expression,GRCh38,False,TMEM223_ENSG00000168569,NCBITaxon:9606,gene,796,protein_coding,ENSG00000168569
TMEM225,Gene Expression,GRCh38,False,TMEM225_ENSG00000204300,NCBITaxon:9606,gene,900,protein_coding,ENSG00000204300
TMEM225B,Gene Expression,GRCh38,False,TMEM225B_ENSG00000244219,NCBITaxon:9606,gene,1041,protein_coding,ENSG00000244219
TMEM229A,Gene Expression,GRCh38,False,TMEM229A_ENSG00000234224,NCBITaxon:9606,gene,2147,protein_coding,ENSG00000234224
TMEM229B,Gene Expression,GRCh38,False,TMEM229B_ENSG00000198133,NCBITaxon:9606,gene,3950,protein_coding,ENSG00000198133
TMEM230,Gene Expression,GRCh38,False,TMEM230_ENSG00000089063,NCBITaxon:9606,gene,1541,protein_coding,ENSG00000089063
TMEM231,Gene Expression,GRCh38,False,TMEM231_ENSG00000205084,NCBITaxon:9606,gene,2592,protein_coding,ENSG00000205084
TMEM232,Gene Expression,GRCh38,False,TMEM232_ENSG00000186952,NCBITaxon:9606,gene,822,protein_coding,ENSG00000186952
TMEM233,Gene Expression,GRCh38,False,TMEM233_ENSG00000224982,NCBITaxon:9606,gene,1606,protein_coding,ENSG00000224982
TMEM234,Gene Expression,GRCh38,False,TMEM234_ENSG00000160055,NCBITaxon:9606,gene,1039,protein_coding,ENSG00000160055
TMEM235,Gene Expression,GRCh38,False,TMEM235_ENSG00000204278,NCBITaxon:9606,gene,1996,protein_coding,ENSG00000204278
TMEM236,Gene Expression,GRCh38,False,TMEM236_ENSG00000148483,NCBITaxon:9606,gene,5515,protein_coding,ENSG00000148483
TMEM237,Gene Expression,GRCh38,False,TMEM237_ENSG00000155755,NCBITaxon:9606,gene,1331,protein_coding,ENSG00000155755
TMEM238,Gene Expression,GRCh38,False,TMEM238_ENSG00000233493,NCBITaxon:9606,gene,695,protein_coding,ENSG00000233493
TMEM238L,Gene Expression,GRCh38,False,TMEM238L_ENSG00000263429,NCBITaxon:9606,gene,1012,protein_coding,ENSG00000263429
TMEM239,Gene Expression,GRCh38,False,TMEM239_ENSG00000198326,NCBITaxon:9606,gene,2731,protein_coding,ENSG00000198326
TMEM240,Gene Expression,GRCh38,False,TMEM240_ENSG00000205090,NCBITaxon:9606,gene,1088,protein_coding,ENSG00000205090
TMEM241,Gene Expression,GRCh38,False,TMEM241_ENSG00000134490,NCBITaxon:9606,gene,683,protein_coding,ENSG00000134490
TMEM242,Gene Expression,GRCh38,False,TMEM242_ENSG00000215712,NCBITaxon:9606,gene,2676,protein_coding,ENSG00000215712
TMEM242-DT,Gene Expression,GRCh38,False,TMEM242-DT,NCBITaxon:9606,gene,514,lncRNA,ENSG00000271040
TMEM243,Gene Expression,GRCh38,False,TMEM243_ENSG00000135185,NCBITaxon:9606,gene,635,protein_coding,ENSG00000135185
TMEM244,Gene Expression,GRCh38,False,TMEM244_ENSG00000203756,NCBITaxon:9606,gene,578,protein_coding,ENSG00000203756
TMEM245,Gene Expression,GRCh38,False,TMEM245_ENSG00000106771,NCBITaxon:9606,gene,3196,protein_coding,ENSG00000106771
TMEM246-AS1,Gene Expression,GRCh38,False,TMEM246-AS1,NCBITaxon:9606,gene,476,lncRNA,ENSG00000225376
TMEM247,Gene Expression,GRCh38,False,TMEM247_ENSG00000284701,NCBITaxon:9606,gene,680,protein_coding,ENSG00000284701
TMEM248,Gene Expression,GRCh38,False,TMEM248_ENSG00000106609,NCBITaxon:9606,gene,690,protein_coding,ENSG00000106609
TMEM249,Gene Expression,GRCh38,False,TMEM249_ENSG00000261587,NCBITaxon:9606,gene,960,protein_coding,ENSG00000261587
TMEM25,Gene Expression,GRCh38,False,TMEM25_ENSG00000149582,NCBITaxon:9606,gene,701,protein_coding,ENSG00000149582
TMEM250,Gene Expression,GRCh38,False,TMEM250_ENSG00000238227,NCBITaxon:9606,gene,1981,protein_coding,ENSG00000238227
TMEM252,Gene Expression,GRCh38,False,TMEM252_ENSG00000181778,NCBITaxon:9606,gene,1261,protein_coding,ENSG00000181778
TMEM252-DT,Gene Expression,GRCh38,False,TMEM252-DT,NCBITaxon:9606,gene,1739,lncRNA,ENSG00000226337
TMEM253,Gene Expression,GRCh38,False,TMEM253_ENSG00000232070,NCBITaxon:9606,gene,786,protein_coding,ENSG00000232070
TMEM254,Gene Expression,GRCh38,False,TMEM254_ENSG00000133678,NCBITaxon:9606,gene,847,protein_coding,ENSG00000133678
TMEM254-AS1,Gene Expression,GRCh38,False,TMEM254-AS1,NCBITaxon:9606,gene,2189,lncRNA,ENSG00000230091
TMEM255A,Gene Expression,GRCh38,False,TMEM255A_ENSG00000125355,NCBITaxon:9606,gene,3025,protein_coding,ENSG00000125355
TMEM255B,Gene Expression,GRCh38,False,TMEM255B_ENSG00000184497,NCBITaxon:9606,gene,566,protein_coding,ENSG00000184497
TMEM256,Gene Expression,GRCh38,False,TMEM256_ENSG00000205544,NCBITaxon:9606,gene,446,protein_coding,ENSG00000205544
TMEM258,Gene Expression,GRCh38,False,TMEM258_ENSG00000134825,NCBITaxon:9606,gene,565,protein_coding,ENSG00000134825
TMEM259,Gene Expression,GRCh38,False,TMEM259_ENSG00000182087,NCBITaxon:9606,gene,1757,protein_coding,ENSG00000182087
TMEM26,Gene Expression,GRCh38,False,TMEM26_ENSG00000196932,NCBITaxon:9606,gene,2520,protein_coding,ENSG00000196932
TMEM26-AS1,Gene Expression,GRCh38,False,TMEM26-AS1,NCBITaxon:9606,gene,863,lncRNA,ENSG00000237233
TMEM260,Gene Expression,GRCh38,False,TMEM260_ENSG00000070269,NCBITaxon:9606,gene,1014,protein_coding,ENSG00000070269
TMEM262,Gene Expression,GRCh38,False,TMEM262_ENSG00000187066,NCBITaxon:9606,gene,472,protein_coding,ENSG00000187066
TMEM263,Gene Expression,GRCh38,False,TMEM263_ENSG00000151135,NCBITaxon:9606,gene,833,protein_coding,ENSG00000151135
TMEM263-DT,Gene Expression,GRCh38,False,TMEM263-DT,NCBITaxon:9606,gene,1476,lncRNA,ENSG00000260329
TMEM265,Gene Expression,GRCh38,False,TMEM265_ENSG00000281991,NCBITaxon:9606,gene,1649,protein_coding,ENSG00000281991
TMEM266,Gene Expression,GRCh38,False,TMEM266_ENSG00000169758,NCBITaxon:9606,gene,1974,protein_coding,ENSG00000169758
TMEM267,Gene Expression,GRCh38,False,TMEM267_ENSG00000151881,NCBITaxon:9606,gene,1331,protein_coding,ENSG00000151881
TMEM268,Gene Expression,GRCh38,False,TMEM268_ENSG00000157693,NCBITaxon:9606,gene,2669,protein_coding,ENSG00000157693
TMEM269,Gene Expression,GRCh38,False,TMEM269_ENSG00000274386,NCBITaxon:9606,gene,2349,protein_coding,ENSG00000274386
TMEM270,Gene Expression,GRCh38,False,TMEM270_ENSG00000175877,NCBITaxon:9606,gene,906,protein_coding,ENSG00000175877
TMEM271,Gene Expression,GRCh38,False,TMEM271_ENSG00000273238,NCBITaxon:9606,gene,2416,protein_coding,ENSG00000273238
TMEM272,Gene Expression,GRCh38,False,TMEM272_ENSG00000281106,NCBITaxon:9606,gene,4008,protein_coding,ENSG00000281106
TMEM273,Gene Expression,GRCh38,False,TMEM273_ENSG00000204161,NCBITaxon:9606,gene,1601,protein_coding,ENSG00000204161
TMEM275,Gene Expression,GRCh38,False,TMEM275_ENSG00000282881,NCBITaxon:9606,gene,1877,protein_coding,ENSG00000282881
TMEM30A,Gene Expression,GRCh38,False,TMEM30A_ENSG00000112697,NCBITaxon:9606,gene,4105,protein_coding,ENSG00000112697
TMEM30A-DT,Gene Expression,GRCh38,False,TMEM30A-DT,NCBITaxon:9606,gene,1239,lncRNA,ENSG00000225793
TMEM30B,Gene Expression,GRCh38,False,TMEM30B_ENSG00000182107,NCBITaxon:9606,gene,1263,protein_coding,ENSG00000182107
TMEM31,Gene Expression,GRCh38,False,TMEM31_ENSG00000179363,NCBITaxon:9606,gene,732,protein_coding,ENSG00000179363
TMEM33,Gene Expression,GRCh38,False,TMEM33_ENSG00000109133,NCBITaxon:9606,gene,867,protein_coding,ENSG00000109133
TMEM35A,Gene Expression,GRCh38,False,TMEM35A_ENSG00000126950,NCBITaxon:9606,gene,1391,protein_coding,ENSG00000126950
TMEM35B,Gene Expression,GRCh38,False,TMEM35B_ENSG00000243749,NCBITaxon:9606,gene,1071,protein_coding,ENSG00000243749
TMEM37,Gene Expression,GRCh38,False,TMEM37_ENSG00000171227,NCBITaxon:9606,gene,807,protein_coding,ENSG00000171227
TMEM38A,Gene Expression,GRCh38,False,TMEM38A_ENSG00000072954,NCBITaxon:9606,gene,798,protein_coding,ENSG00000072954
TMEM38B,Gene Expression,GRCh38,False,TMEM38B_ENSG00000095209,NCBITaxon:9606,gene,721,protein_coding,ENSG00000095209
TMEM39A,Gene Expression,GRCh38,False,TMEM39A_ENSG00000176142,NCBITaxon:9606,gene,860,protein_coding,ENSG00000176142
TMEM39B,Gene Expression,GRCh38,False,TMEM39B_ENSG00000121775,NCBITaxon:9606,gene,1538,protein_coding,ENSG00000121775
TMEM40,Gene Expression,GRCh38,False,TMEM40_ENSG00000088726,NCBITaxon:9606,gene,955,protein_coding,ENSG00000088726
TMEM41A,Gene Expression,GRCh38,False,TMEM41A_ENSG00000163900,NCBITaxon:9606,gene,1035,protein_coding,ENSG00000163900
TMEM41B,Gene Expression,GRCh38,False,TMEM41B_ENSG00000166471,NCBITaxon:9606,gene,1440,protein_coding,ENSG00000166471
TMEM42,Gene Expression,GRCh38,False,TMEM42_ENSG00000169964,NCBITaxon:9606,gene,2024,protein_coding,ENSG00000169964
TMEM43,Gene Expression,GRCh38,False,TMEM43_ENSG00000170876,NCBITaxon:9606,gene,3357,protein_coding,ENSG00000170876
TMEM44,Gene Expression,GRCh38,False,TMEM44_ENSG00000145014,NCBITaxon:9606,gene,1245,protein_coding,ENSG00000145014
TMEM44-AS1,Gene Expression,GRCh38,False,TMEM44-AS1,NCBITaxon:9606,gene,1070,lncRNA,ENSG00000231770
TMEM44-AS2,Gene Expression,GRCh38,False,TMEM44-AS2,NCBITaxon:9606,gene,997,lncRNA,ENSG00000229334
TMEM45A,Gene Expression,GRCh38,False,TMEM45A_ENSG00000181458,NCBITaxon:9606,gene,874,protein_coding,ENSG00000181458
TMEM45B,Gene Expression,GRCh38,False,TMEM45B_ENSG00000151715,NCBITaxon:9606,gene,888,protein_coding,ENSG00000151715
TMEM47,Gene Expression,GRCh38,False,TMEM47_ENSG00000147027,NCBITaxon:9606,gene,4040,protein_coding,ENSG00000147027
TMEM50A,Gene Expression,GRCh38,False,TMEM50A_ENSG00000183726,NCBITaxon:9606,gene,882,protein_coding,ENSG00000183726
TMEM50B,Gene Expression,GRCh38,False,TMEM50B_ENSG00000142188,NCBITaxon:9606,gene,664,protein_coding,ENSG00000142188
TMEM51,Gene Expression,GRCh38,False,TMEM51_ENSG00000171729,NCBITaxon:9606,gene,1852,protein_coding,ENSG00000171729
TMEM51-AS1,Gene Expression,GRCh38,False,TMEM51-AS1,NCBITaxon:9606,gene,3023,lncRNA,ENSG00000175147
TMEM51-AS2,Gene Expression,GRCh38,False,TMEM51-AS2,NCBITaxon:9606,gene,348,lncRNA,ENSG00000204464
TMEM52,Gene Expression,GRCh38,False,TMEM52_ENSG00000178821,NCBITaxon:9606,gene,784,protein_coding,ENSG00000178821
TMEM52B,Gene Expression,GRCh38,False,TMEM52B_ENSG00000165685,NCBITaxon:9606,gene,1581,protein_coding,ENSG00000165685
TMEM53,Gene Expression,GRCh38,False,TMEM53_ENSG00000126106,NCBITaxon:9606,gene,1579,protein_coding,ENSG00000126106
TMEM54,Gene Expression,GRCh38,False,TMEM54_ENSG00000121900,NCBITaxon:9606,gene,758,protein_coding,ENSG00000121900
TMEM59,Gene Expression,GRCh38,False,TMEM59_ENSG00000116209,NCBITaxon:9606,gene,1074,protein_coding,ENSG00000116209
TMEM59L,Gene Expression,GRCh38,False,TMEM59L_ENSG00000105696,NCBITaxon:9606,gene,1621,protein_coding,ENSG00000105696
TMEM60,Gene Expression,GRCh38,False,TMEM60_ENSG00000135211,NCBITaxon:9606,gene,877,protein_coding,ENSG00000135211
TMEM61,Gene Expression,GRCh38,False,TMEM61_ENSG00000143001,NCBITaxon:9606,gene,1256,protein_coding,ENSG00000143001
TMEM62,Gene Expression,GRCh38,False,TMEM62_ENSG00000137842,NCBITaxon:9606,gene,574,protein_coding,ENSG00000137842
TMEM63A,Gene Expression,GRCh38,False,TMEM63A_ENSG00000196187,NCBITaxon:9606,gene,660,protein_coding,ENSG00000196187
TMEM63B,Gene Expression,GRCh38,False,TMEM63B_ENSG00000137216,NCBITaxon:9606,gene,1425,protein_coding,ENSG00000137216
TMEM63C,Gene Expression,GRCh38,False,TMEM63C_ENSG00000165548,NCBITaxon:9606,gene,529,protein_coding,ENSG00000165548
TMEM64,Gene Expression,GRCh38,False,TMEM64_ENSG00000180694,NCBITaxon:9606,gene,873,protein_coding,ENSG00000180694
TMEM65,Gene Expression,GRCh38,False,TMEM65_ENSG00000164983,NCBITaxon:9606,gene,2052,protein_coding,ENSG00000164983
TMEM67,Gene Expression,GRCh38,False,TMEM67_ENSG00000164953,NCBITaxon:9606,gene,3222,protein_coding,ENSG00000164953
TMEM68,Gene Expression,GRCh38,False,TMEM68_ENSG00000167904,NCBITaxon:9606,gene,738,protein_coding,ENSG00000167904
TMEM69,Gene Expression,GRCh38,False,TMEM69_ENSG00000159596,NCBITaxon:9606,gene,1093,protein_coding,ENSG00000159596
TMEM70,Gene Expression,GRCh38,False,TMEM70_ENSG00000175606,NCBITaxon:9606,gene,617,protein_coding,ENSG00000175606
TMEM71,Gene Expression,GRCh38,False,TMEM71_ENSG00000165071,NCBITaxon:9606,gene,593,protein_coding,ENSG00000165071
TMEM72,Gene Expression,GRCh38,False,TMEM72_ENSG00000187783,NCBITaxon:9606,gene,1018,protein_coding,ENSG00000187783
TMEM72-AS1,Gene Expression,GRCh38,False,TMEM72-AS1,NCBITaxon:9606,gene,2428,lncRNA,ENSG00000224812
TMEM74,Gene Expression,GRCh38,False,TMEM74_ENSG00000164841,NCBITaxon:9606,gene,3769,protein_coding,ENSG00000164841
TMEM74B,Gene Expression,GRCh38,False,TMEM74B_ENSG00000125895,NCBITaxon:9606,gene,1730,protein_coding,ENSG00000125895
TMEM78,Gene Expression,GRCh38,False,TMEM78,NCBITaxon:9606,gene,2175,lncRNA,ENSG00000177800
TMEM79,Gene Expression,GRCh38,False,TMEM79_ENSG00000163472,NCBITaxon:9606,gene,1947,protein_coding,ENSG00000163472
TMEM80,Gene Expression,GRCh38,False,TMEM80_ENSG00000177042,NCBITaxon:9606,gene,1047,protein_coding,ENSG00000177042
TMEM81,Gene Expression,GRCh38,False,TMEM81_ENSG00000174529,NCBITaxon:9606,gene,1332,protein_coding,ENSG00000174529
TMEM82,Gene Expression,GRCh38,False,TMEM82_ENSG00000162460,NCBITaxon:9606,gene,1070,protein_coding,ENSG00000162460
TMEM86A,Gene Expression,GRCh38,False,TMEM86A_ENSG00000151117,NCBITaxon:9606,gene,558,protein_coding,ENSG00000151117
TMEM86B,Gene Expression,GRCh38,False,TMEM86B_ENSG00000180089,NCBITaxon:9606,gene,1508,protein_coding,ENSG00000180089
TMEM87A,Gene Expression,GRCh38,False,TMEM87A_ENSG00000103978,NCBITaxon:9606,gene,1369,protein_coding,ENSG00000103978
TMEM87B,Gene Expression,GRCh38,False,TMEM87B_ENSG00000153214,NCBITaxon:9606,gene,3850,protein_coding,ENSG00000153214
TMEM88,Gene Expression,GRCh38,False,TMEM88_ENSG00000167874,NCBITaxon:9606,gene,692,protein_coding,ENSG00000167874
TMEM88B,Gene Expression,GRCh38,False,TMEM88B_ENSG00000205116,NCBITaxon:9606,gene,3217,protein_coding,ENSG00000205116
TMEM89,Gene Expression,GRCh38,False,TMEM89_ENSG00000183396,NCBITaxon:9606,gene,576,protein_coding,ENSG00000183396
TMEM8B,Gene Expression,GRCh38,False,TMEM8B_ENSG00000137103,NCBITaxon:9606,gene,2473,protein_coding,ENSG00000137103
TMEM9,Gene Expression,GRCh38,False,TMEM9_ENSG00000116857,NCBITaxon:9606,gene,1075,protein_coding,ENSG00000116857
TMEM91,Gene Expression,GRCh38,False,TMEM91_ENSG00000142046,NCBITaxon:9606,gene,723,protein_coding,ENSG00000142046
TMEM92,Gene Expression,GRCh38,False,TMEM92_ENSG00000167105,NCBITaxon:9606,gene,2693,protein_coding,ENSG00000167105
TMEM92-AS1,Gene Expression,GRCh38,False,TMEM92-AS1,NCBITaxon:9606,gene,750,lncRNA,ENSG00000251179
TMEM94,Gene Expression,GRCh38,False,TMEM94_ENSG00000177728,NCBITaxon:9606,gene,581,protein_coding,ENSG00000177728
TMEM95,Gene Expression,GRCh38,False,TMEM95_ENSG00000182896,NCBITaxon:9606,gene,1169,protein_coding,ENSG00000182896
TMEM97,Gene Expression,GRCh38,False,TMEM97_ENSG00000109084,NCBITaxon:9606,gene,1075,protein_coding,ENSG00000109084
TMEM98,Gene Expression,GRCh38,False,TMEM98_ENSG00000006042,NCBITaxon:9606,gene,808,protein_coding,ENSG00000006042
TMEM9B,Gene Expression,GRCh38,False,TMEM9B_ENSG00000175348,NCBITaxon:9606,gene,1433,protein_coding,ENSG00000175348
TMEM9B-AS1,Gene Expression,GRCh38,False,TMEM9B-AS1,NCBITaxon:9606,gene,1149,lncRNA,ENSG00000254860
TMF1,Gene Expression,GRCh38,False,TMF1_ENSG00000144747,NCBITaxon:9606,gene,3399,protein_coding,ENSG00000144747
TMIE,Gene Expression,GRCh38,False,TMIE_ENSG00000181585,NCBITaxon:9606,gene,1634,protein_coding,ENSG00000181585
TMIGD1,Gene Expression,GRCh38,False,TMIGD1_ENSG00000182271,NCBITaxon:9606,gene,1175,protein_coding,ENSG00000182271
TMIGD2,Gene Expression,GRCh38,False,TMIGD2_ENSG00000167664,NCBITaxon:9606,gene,851,protein_coding,ENSG00000167664
TMIGD3,Gene Expression,GRCh38,False,TMIGD3_ENSG00000121933,NCBITaxon:9606,gene,851,protein_coding,ENSG00000121933
TMLHE,Gene Expression,GRCh38,False,TMLHE_ENSG00000185973,NCBITaxon:9606,gene,914,protein_coding,ENSG00000185973
TMLHE-AS1,Gene Expression,GRCh38,False,TMLHE-AS1,NCBITaxon:9606,gene,956,lncRNA,ENSG00000224533
TMOD1,Gene Expression,GRCh38,False,TMOD1_ENSG00000136842,NCBITaxon:9606,gene,3259,protein_coding,ENSG00000136842
TMOD2,Gene Expression,GRCh38,False,TMOD2_ENSG00000128872,NCBITaxon:9606,gene,1919,protein_coding,ENSG00000128872
TMOD3,Gene Expression,GRCh38,False,TMOD3_ENSG00000138594,NCBITaxon:9606,gene,534,protein_coding,ENSG00000138594
TMOD4,Gene Expression,GRCh38,False,TMOD4_ENSG00000163157,NCBITaxon:9606,gene,640,protein_coding,ENSG00000163157
TMPO,Gene Expression,GRCh38,False,TMPO_ENSG00000120802,NCBITaxon:9606,gene,736,protein_coding,ENSG00000120802
TMPO-AS1,Gene Expression,GRCh38,False,TMPO-AS1,NCBITaxon:9606,gene,2494,lncRNA,ENSG00000257167
TMPPE,Gene Expression,GRCh38,False,TMPPE_ENSG00000188167,NCBITaxon:9606,gene,3880,protein_coding,ENSG00000188167
TMPRSS11A,Gene Expression,GRCh38,False,TMPRSS11A_ENSG00000187054,NCBITaxon:9606,gene,3054,protein_coding,ENSG00000187054
TMPRSS11B,Gene Expression,GRCh38,False,TMPRSS11B_ENSG00000185873,NCBITaxon:9606,gene,1186,protein_coding,ENSG00000185873
TMPRSS11D,Gene Expression,GRCh38,False,TMPRSS11D_ENSG00000153802,NCBITaxon:9606,gene,567,protein_coding,ENSG00000153802
TMPRSS11E,Gene Expression,GRCh38,False,TMPRSS11E_ENSG00000087128,NCBITaxon:9606,gene,1458,protein_coding,ENSG00000087128
TMPRSS11F,Gene Expression,GRCh38,False,TMPRSS11F_ENSG00000198092,NCBITaxon:9606,gene,2077,protein_coding,ENSG00000198092
TMPRSS12,Gene Expression,GRCh38,False,TMPRSS12_ENSG00000186452,NCBITaxon:9606,gene,2396,protein_coding,ENSG00000186452
TMPRSS13,Gene Expression,GRCh38,False,TMPRSS13_ENSG00000137747,NCBITaxon:9606,gene,2361,protein_coding,ENSG00000137747
